USPS,GEOID,POP10,HU10,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG,county_code,County
CA,06075035300,7226,2557,1127328,0,0.435,0,37.7425001,-122.4978433,75,San Francisco
CA,06075035400,6691,2488,1034373,557642,0.399,0.215,37.7421024,-122.5072276,75,San Francisco
CA,06075040100,4088,2022,419621,0,0.162,0,37.7851543,-122.4618142,75,San Francisco
CA,06075040200,5191,2559,532360,0,0.206,0,37.7843252,-122.4683889,75,San Francisco
CA,06075042601,3687,1855,293739,0,0.113,0,37.7831165,-122.4811913,75,San Francisco
CA,06075042602,3243,1548,332541,0,0.128,0,37.7833793,-122.4754787,75,San Francisco
CA,06075042700,5326,2576,408065,0,0.158,0,37.7822651,-122.4881473,75,San Francisco
CA,06075042800,2376,1008,551516,302821,0.213,0.117,37.7880433,-122.4885865,75,San Francisco
CA,06075045100,4996,2290,384304,0,0.148,0,37.777583,-122.4613476,75,San Francisco
CA,06075045200,6474,2980,591101,0,0.228,0,37.7771137,-122.467999,75,San Francisco
CA,06075047600,5137,2338,530695,0,0.205,0,37.7767698,-122.475543,75,San Francisco
CA,06075047701,4334,2019,363722,0,0.14,0,37.7782506,-122.4840627,75,San Francisco
CA,06075047702,3824,1667,352786,0,0.136,0,37.7744602,-122.4837889,75,San Francisco
CA,06075047801,4005,1770,475941,0,0.184,0,37.7758371,-122.4921143,75,San Francisco
CA,06075047802,3656,1617,339465,0,0.131,0,37.779204,-122.497393,75,San Francisco
CA,06075047901,6400,2893,1166594,4096057,0.45,1.581,37.7824907,-122.5098633,75,San Francisco
CA,06075047902,3536,1631,397739,0,0.154,0,37.7791834,-122.5039633,75,San Francisco
CA,06075060100,3235,1160,6108838,20314025,2.359,7.843,37.7991353,-122.480109,75,San Francisco
CA,06075060400,1689,1052,4396004,2420403,1.697,0.935,37.7223022,-122.4911286,75,San Francisco
CA,06075060502,3216,1005,276433,0,0.107,0,37.7109991,-122.4199075,75,San Francisco
CA,06075060700,9083,4751,2082042,844297,0.804,0.326,37.7723808,-122.3906714,75,San Francisco
CA,06075061000,3610,1334,2169017,865060,0.837,0.334,37.7132283,-122.3846994,75,San Francisco
CA,06075061100,4307,2351,239862,0,0.093,0,37.7955998,-122.4040647,75,San Francisco
CA,06075061200,4089,1235,433004,0,0.167,0,37.7370414,-122.3901777,75,San Francisco
CA,06075061400,5395,2552,797778,0,0.308,0,37.7550917,-122.3974733,75,San Francisco
CA,06075061500,11502,8255,1669699,439739,0.645,0.17,37.7877258,-122.3923886,75,San Francisco
CA,06075980200,320,68,1022567,779038,0.395,0.301,37.7860688,-122.5028261,75,San Francisco
CA,06075980300,171,37,4345271,409377,1.678,0.158,37.7684025,-122.4920873,75,San Francisco
CA,06075980401,0,1,419323,247501271,0.162,95.561,37.7272391,-123.0322294,75,San Francisco
CA,06075980501,797,229,1585076,9769,0.612,0.004,37.7162957,-122.4191554,75,San Francisco
CA,06075980600,467,163,2132295,2016109,0.823,0.778,37.7231655,-122.3685424,75,San Francisco
CA,06075980900,350,160,3586378,260679,1.385,0.101,37.7462861,-122.389477,75,San Francisco
CA,06075990100,0,0,0,70939181,0,27.39,37.76216,-122.5518622,75,San Francisco
CA,06077000100,3863,2320,1847900,16915,0.713,0.007,37.953996,-121.2853628,77,San Joaquin
CA,06077000300,2396,1074,1313203,152317,0.507,0.059,37.952421,-121.3020724,77,San Joaquin
CA,06077000401,3043,1418,1045664,0,0.404,0,37.9613437,-121.3057992,77,San Joaquin
CA,06077000402,4582,2281,1459857,0,0.564,0,37.9640353,-121.2901386,77,San Joaquin
CA,06077000500,2749,912,994138,0,0.384,0,37.9626057,-121.2768386,77,San Joaquin
CA,06077000600,2279,654,962235,0,0.372,0,37.9483459,-121.2731105,77,San Joaquin
CA,06077000700,5269,1466,1787690,25674,0.69,0.01,37.9431727,-121.2878729,77,San Joaquin
CA,06077000801,6692,1820,8894121,518688,3.434,0.2,37.9405169,-121.3145235,77,San Joaquin
CA,06077000900,5859,2148,2976610,407563,1.149,0.157,37.9577717,-121.3278662,77,San Joaquin
CA,06077001000,4915,2134,3412564,419172,1.318,0.162,37.9661183,-121.347405,77,San Joaquin
CA,06077001101,4931,1888,1930045,103998,0.745,0.04,37.9761614,-121.3288819,77,San Joaquin
CA,06077001102,4889,2114,1649878,0,0.637,0,37.9675673,-121.3254307,77,San Joaquin
CA,06077001200,5303,1909,2210095,95937,0.853,0.037,37.9724931,-121.3089795,77,San Joaquin
CA,06077001300,4903,2079,2310526,0,0.892,0,37.9747159,-121.2928911,77,San Joaquin
CA,06077001400,4425,1973,1947691,143701,0.752,0.055,37.9853105,-121.299006,77,San Joaquin
CA,06077001500,8384,2562,4768553,20055,1.841,0.008,37.9805494,-121.2764321,77,San Joaquin
CA,06077001600,2383,723,1489143,0,0.575,0,37.9651247,-121.2685355,77,San Joaquin
CA,06077001700,3998,1215,1685932,0,0.651,0,37.9774362,-121.2573976,77,San Joaquin
CA,06077001800,3939,1157,1916241,0,0.74,0,37.9672954,-121.254226,77,San Joaquin
CA,06077001900,5592,1579,2883201,0,1.113,0,37.9516762,-121.2605554,77,San Joaquin
CA,06077002000,3977,1217,1997910,0,0.771,0,37.954985,-121.2449753,77,San Joaquin
CA,06077002100,5546,1528,3312526,0,1.279,0,37.9376415,-121.24386990000001,77,San Joaquin
CA,06077002201,2771,840,2205703,0,0.852,0,37.9313083,-121.2686436,77,San Joaquin
CA,06077002202,5417,1419,2230860,0,0.861,0,37.9333088,-121.2572972,77,San Joaquin
CA,06077002300,5020,1460,2082727,0,0.804,0,37.9292396,-121.278407,77,San Joaquin
CA,06077002401,5001,1338,1921328,0,0.742,0,37.9290303,-121.2897337,77,San Joaquin
CA,06077002402,2219,635,1497304,40804,0.578,0.016,37.9162284,-121.2839329,77,San Joaquin
CA,06077002503,2560,702,1763229,95664,0.681,0.037,37.9206017,-121.302748,77,San Joaquin
CA,06077002504,3982,1059,899260,0,0.347,0,37.9244359,-121.3103842,77,San Joaquin
CA,06077002701,6409,1917,4148309,0,1.602,0,37.9647921,-121.2359945,77,San Joaquin
CA,06077002702,4239,1140,2556132,0,0.987,0,37.9618698,-121.2192849,77,San Joaquin
CA,06077002800,6052,1676,7311951,0,2.823,0,37.9156575,-121.2537583,77,San Joaquin
CA,06077003106,3600,1816,1645371,271038,0.635,0.105,38.0003872,-121.362321,77,San Joaquin
CA,06077003108,4450,1951,1354235,239077,0.523,0.092,38.0093048,-121.3621535,77,San Joaquin
CA,06077003109,5630,2323,3119481,44323,1.204,0.017,38.0092936,-121.3447729,77,San Joaquin
CA,06077003110,3708,1689,1341981,0,0.518,0,38.0063696,-121.3236839,77,San Joaquin
CA,06077003111,3754,1827,2136314,9828,0.825,0.004,37.9941419,-121.3245319,77,San Joaquin
CA,06077003112,2974,1438,1407803,376201,0.544,0.145,37.9919111,-121.3395677,77,San Joaquin
CA,06077003113,6256,2316,2043833,24983,0.789,0.01,37.983791,-121.3238468,77,San Joaquin
CA,06077003114,10129,3769,5794369,576748,2.237,0.223,37.9813779,-121.3566706,77,San Joaquin
CA,06077003203,3519,1473,1940514,15827,0.749,0.006,38.0173661,-121.336835,77,San Joaquin
CA,06077003205,3537,1335,1570307,23541,0.606,0.009,38.024444,-121.3338763,77,San Joaquin
CA,06077003208,12534,3840,5229414,127296,2.019,0.049,38.0473226,-121.3364443,77,San Joaquin
CA,06077003209,3540,1325,1286125,3688,0.497,0.001,38.0358618,-121.3284665,77,San Joaquin
CA,06077003210,2800,1102,1251163,829,0.483,0,38.0330943,-121.3465815,77,San Joaquin
CA,06077003213,4571,1550,1160162,0,0.448,0,38.0354834,-121.3533471,77,San Joaquin
CA,06077003214,3054,1011,1072847,0,0.414,0,38.0403551,-121.3565447,77,San Joaquin
CA,06077003215,3855,1738,9958692,453809,3.845,0.175,38.0297286,-121.3879989,77,San Joaquin
CA,06077003216,2725,931,924684,29396,0.357,0.011,38.0244365,-121.3526635,77,San Joaquin
CA,06077003217,3201,1043,735343,1641,0.284,0.001,38.0224563,-121.3549153,77,San Joaquin
CA,06077003305,3704,1546,2046348,0,0.79,0,38.0019053,-121.3072654,77,San Joaquin
CA,06077003306,4229,1469,1160594,0,0.448,0,38.0148793,-121.3066509,77,San Joaquin
CA,06077003307,4559,1856,1601591,0,0.618,0,38.0131208,-121.31597,77,San Joaquin
CA,06077003308,1590,717,517518,0,0.2,0,37.9905867,-121.308748,77,San Joaquin
CA,06077003310,4191,1510,1113985,12123,0.43,0.005,38.0245526,-121.3141008,77,San Joaquin
CA,06077003311,3303,1131,1362226,5624,0.526,0.002,38.0349259,-121.3162854,77,San Joaquin
CA,06077003312,3220,1080,576521,0,0.223,0,37.995688,-121.3014143,77,San Joaquin
CA,06077003313,2926,1112,493435,0,0.191,0,37.9973494,-121.2955499,77,San Joaquin
CA,06077003403,4586,1169,2592731,0,1.001,0,38.0361301,-121.3040245,77,San Joaquin
CA,06077003404,5842,1815,1337829,0,0.517,0,38.0327016,-121.287041,77,San Joaquin
CA,06077003405,4214,1109,1107644,13623,0.428,0.005,38.0255205,-121.2861975,77,San Joaquin
CA,06077003406,3700,1252,839428,14789,0.324,0.006,38.0247217,-121.3027511,77,San Joaquin
CA,06077003407,2914,996,1450256,0,0.56,0,38.0094599,-121.2957942,77,San Joaquin
CA,06077003409,4450,1414,1393238,0,0.538,0,38.0025906,-121.285182,77,San Joaquin
CA,06077003410,5778,1742,1682229,2722,0.65,0.001,38.014821,-121.2878243,77,San Joaquin
CA,06077003500,20177,6008,26417321,54004,10.2,0.021,38.0298609,-121.2450807,77,San Joaquin
CA,06077003601,3453,1352,30703502,297592,11.855,0.115,37.9949416,-121.2262076,77,San Joaquin
CA,06077003602,3272,1099,44774212,40657,17.287,0.016,38.0018256,-121.1809166,77,San Joaquin
CA,06077003700,3570,1172,41896718,63593,16.176,0.025,37.9350761,-121.190401,77,San Joaquin
CA,06077003801,12552,3320,4262554,179690,1.646,0.069,37.9086799,-121.3121279,77,San Joaquin
CA,06077003802,6519,1790,2140096,31236,0.826,0.012,37.9058022,-121.2968776,77,San Joaquin
CA,06077003803,5281,1149,44046934,63421,17.007,0.024,37.885527,-121.2688218,77,San Joaquin
CA,06077003900,1749,617,493439672,37132494,190.518,14.337,37.9269308,-121.4581872,77,San Joaquin
CA,06077004001,2508,921,280723996,18991435,108.388,7.333,38.1304593,-121.46332460000001,77,San Joaquin
CA,06077004002,10717,3596,8636243,581129,3.334,0.224,38.0505383,-121.382132,77,San Joaquin
CA,06077004102,8072,2464,58910188,419013,22.745,0.162,38.0822443,-121.2646161,77,San Joaquin
CA,06077004104,3265,1244,8095930,0,3.126,0,38.1305265,-121.3204173,77,San Joaquin
CA,06077004105,4920,1928,9259840,174904,3.575,0.068,38.1663993,-121.3290413,77,San Joaquin
CA,06077004106,1913,680,84216174,162839,32.516,0.063,38.1241929,-121.3575793,77,San Joaquin
CA,06077004201,6412,2698,2763050,0,1.067,0,38.1377405,-121.2975153,77,San Joaquin
CA,06077004202,1687,742,1210506,227033,0.467,0.088,38.1480447,-121.287501,77,San Joaquin
CA,06077004203,3883,1586,1069959,0,0.413,0,38.1423442,-121.2785027,77,San Joaquin
CA,06077004204,3006,1486,1530137,0,0.591,0,38.1348549,-121.2806809,77,San Joaquin
CA,06077004302,5718,2383,2263067,0,0.874,0,38.1228276,-121.280177,77,San Joaquin
CA,06077004303,4610,1997,2611802,0,1.008,0,38.1227092,-121.2973297,77,San Joaquin
CA,06077004305,5702,2181,2194345,73250,0.847,0.028,38.1075416,-121.2979405,77,San Joaquin
CA,06077004307,3753,1593,1597851,0,0.617,0,38.1084701,-121.2845139,77,San Joaquin
CA,06077004308,3870,1259,760132,0,0.293,0,38.1085229,-121.2760564,77,San Joaquin
CA,06077004402,4998,1803,4346356,0,1.678,0,38.1086488,-121.2580651,77,San Joaquin
CA,06077004403,4230,1137,1014317,0,0.392,0,38.1229626,-121.2686833,77,San Joaquin
CA,06077004404,3670,1115,3901495,0,1.506,0,38.1263177,-121.2524178,77,San Joaquin
CA,06077004501,2327,957,2377133,79879,0.918,0.031,38.1434699,-121.2583284,77,San Joaquin
CA,06077004502,4450,1323,1646701,0,0.636,0,38.1342162,-121.2596577,77,San Joaquin
CA,06077004600,5892,2214,137118866,2081497,52.942,0.804,38.1980539,-121.2708622,77,San Joaquin
CA,06077004701,2757,1054,13611910,24339,5.256,0.009,38.1621306,-121.1494646,77,San Joaquin
CA,06077004703,3709,1409,168950507,7717404,65.232,2.98,38.228354,-121.0980636,77,San Joaquin
CA,06077004704,4894,1807,305441769,2321430,117.932,0.896,38.106309,-121.0464269,77,San Joaquin
CA,06077004800,5423,2001,361741305,2851195,139.669,1.101,37.9808776,-121.0367254,77,San Joaquin
CA,06077004901,7214,2649,9768772,0,3.772,0,37.7960045,-120.9929192,77,San Joaquin
CA,06077004902,6106,2204,239135555,1694600,92.331,0.654,37.8408351,-121.036072,77,San Joaquin
CA,06077005001,5569,2150,5400719,392218,2.085,0.151,37.7341456,-121.123891,77,San Joaquin
CA,06077005003,5417,1880,70253365,151348,27.125,0.058,37.7850141,-121.1158332,77,San Joaquin
CA,06077005004,5702,2000,20149933,210152,7.78,0.081,37.728534,-121.1609082,77,San Joaquin
CA,06077005106,6017,1858,99710878,1360857,38.499,0.525,37.7321434,-121.2429025,77,San Joaquin
CA,06077005108,4463,1500,1515788,0,0.585,0,37.8041434,-121.2222157,77,San Joaquin
CA,06077005109,4016,1512,1667685,0,0.644,0,37.798966,-121.210707,77,San Joaquin
CA,06077005110,6488,2259,4927184,0,1.902,0,37.7985094,-121.200625,77,San Joaquin
CA,06077005113,6156,2351,6077465,0,2.347,0,37.8040048,-121.1893705,77,San Joaquin
CA,06077005114,7721,2361,6993813,0,2.7,0,37.7819068,-121.2229179,77,San Joaquin
CA,06077005119,6006,1818,37232747,106555,14.376,0.041,37.8446844,-121.3027448,77,San Joaquin
CA,06077005122,4829,1675,10208241,544869,3.941,0.21,37.7868413,-121.2731314,77,San Joaquin
CA,06077005123,4493,1634,2499812,0,0.965,0,37.8046754,-121.2438237,77,San Joaquin
CA,06077005124,3438,1331,1084165,0,0.419,0,37.8054262,-121.2311339,77,San Joaquin
CA,06077005125,1859,675,941509,0,0.364,0,37.8203178,-121.2302494,77,San Joaquin
CA,06077005126,4131,1419,1343823,0,0.519,0,37.8193804,-121.2217376,77,San Joaquin
CA,06077005127,5510,1522,1998267,0,0.772,0,37.8340882,-121.2811772,77,San Joaquin
CA,06077005129,3582,1063,1185769,0,0.458,0,37.8179738,-121.2887619,77,San Joaquin
CA,06077005130,3186,940,1345572,0,0.52,0,37.8194204,-121.2797491,77,San Joaquin
CA,06077005131,4173,1291,77221542,73677,29.815,0.028,37.8481254,-121.1751635,77,San Joaquin
CA,06077005132,3257,1097,920248,0,0.355,0,37.7934323,-121.228666,77,San Joaquin
CA,06077005133,4249,1403,1519859,0,0.587,0,37.7885222,-121.2235218,77,San Joaquin
CA,06077005134,4743,1584,1632368,0,0.63,0,37.818579,-121.2386508,77,San Joaquin
CA,06077005135,5139,1883,15571367,0,6.012,0,37.8443852,-121.2384835,77,San Joaquin
CA,06077005202,6765,2153,83939165,3548250,32.409,1.37,37.7666663,-121.3695435,77,San Joaquin
CA,06077005206,16787,5437,66727702,1558484,25.764,0.602,37.7740044,-121.4950941,77,San Joaquin
CA,06077005207,13899,3910,43637779,39514,16.849,0.015,37.7282495,-121.5028399,77,San Joaquin
CA,06077005208,5784,2014,1976222,0,0.763,0,37.7200089,-121.4337996,77,San Joaquin
CA,06077005209,6858,2012,4145037,0,1.6,0,37.7086246,-121.4243351,77,San Joaquin
CA,06077005210,11433,3338,4456298,0,1.721,0,37.7096379,-121.4447294,77,San Joaquin
CA,06077005302,6507,2284,2294751,0,0.886,0,37.7521308,-121.4207353,77,San Joaquin
CA,06077005303,4694,1678,1350172,0,0.521,0,37.7468443,-121.4304794,77,San Joaquin
CA,06077005305,6495,2022,2002824,0,0.773,0,37.758114,-121.4382804,77,San Joaquin
CA,06077005307,3214,1068,1175234,0,0.454,0,37.7508835,-121.4445217,77,San Joaquin
CA,06077005308,4189,1466,1398324,0,0.54,0,37.7436587,-121.4440468,77,San Joaquin
CA,06077005403,5875,1877,2272389,0,0.877,0,37.7328505,-121.4450292,77,San Joaquin
CA,06077005405,3417,1146,1326252,0,0.512,0,37.7324326,-121.421163,77,San Joaquin
CA,06077005406,3262,1092,1337452,0,0.516,0,37.7326916,-121.4305428,77,San Joaquin
CA,06077005501,5268,762,77248005,3496233,29.826,1.35,37.7017335,-121.3122819,77,San Joaquin
CA,06077005502,1806,600,391576621,76259,151.189,0.029,37.6257014,-121.4377118,77,San Joaquin
CA,06081600100,4854,2166,14686041,2117780,5.67,0.818,37.6877413,-122.4084093,81,San Mateo
CA,06081600200,4154,1118,1158761,0,0.447,0,37.704444,-122.4157229,81,San Mateo
CA,06081600300,4027,1333,2183108,0,0.843,0,37.7021372,-122.4317733,81,San Mateo
CA,06081600401,3240,1096,519875,0,0.201,0,37.7054512,-122.4443609,81,San Mateo
CA,06081600402,5068,1288,399608,0,0.154,0,37.7051087,-122.4529127,81,San Mateo
CA,06081600500,7443,2225,1332288,0,0.514,0,37.6970709,-122.4568853,81,San Mateo
CA,06081600600,5352,1530,767718,0,0.296,0,37.6975415,-122.4665822,81,San Mateo
CA,06081600700,7568,2218,810087,0,0.313,0,37.7052459,-122.4640012,81,San Mateo
CA,06081600800,6768,2967,572324,0,0.221,0,37.7001002,-122.4802873,81,San Mateo
CA,06081600900,3933,1505,2039820,306981,0.788,0.119,37.7055918,-122.4922836,81,San Mateo
CA,06081601000,6913,2075,2683381,1452216,1.036,0.561,37.6727192,-122.4929574,81,San Mateo
CA,06081601100,5716,1966,978346,0,0.378,0,37.6922564,-122.489464,81,San Mateo
CA,06081601200,6252,2090,1987410,0,0.767,0,37.6932383,-122.4784484,81,San Mateo
CA,06081601300,7510,2498,1115727,0,0.431,0,37.6878686,-122.4654837,81,San Mateo
CA,06081601400,6658,2000,1461659,0,0.564,0,37.6810704,-122.4788188,81,San Mateo
CA,06081601501,5063,1363,724699,0,0.28,0,37.6750113,-122.485618,81,San Mateo
CA,06081601502,5125,1773,807182,0,0.312,0,37.6692204,-122.4782558,81,San Mateo
CA,06081601601,2893,1060,6546123,0,2.527,0,37.6781941,-122.4496579,81,San Mateo
CA,06081601603,5800,1964,1241601,0,0.479,0,37.6555598,-122.4608392,81,San Mateo
CA,06081601604,2510,1226,1482246,0,0.572,0,37.6695059,-122.4690804,81,San Mateo
CA,06081601605,6189,1749,942614,0,0.364,0,37.6569748,-122.469832,81,San Mateo
CA,06081601700,4286,1346,1168624,0,0.451,0,37.6629478,-122.4559183,81,San Mateo
CA,06081601800,6148,2073,1864682,0,0.72,0,37.6553283,-122.446023,81,San Mateo
CA,06081601901,4119,1429,852783,0,0.329,0,37.6658727,-122.4341168,81,San Mateo
CA,06081601902,5639,2344,1290843,0,0.498,0,37.6604839,-122.4372438,81,San Mateo
CA,06081602000,7649,2575,3657018,0,1.412,0,37.6678381,-122.4203403,81,San Mateo
CA,06081602100,3615,1003,480479,0,0.186,0,37.6618027,-122.4064157,81,San Mateo
CA,06081602200,8084,2646,935218,0,0.361,0,37.656229,-122.4175676,81,San Mateo
CA,06081602300,3753,1117,10012256,3414090,3.866,1.318,37.6504433,-122.3963686,81,San Mateo
CA,06081602400,6679,2733,2716047,0,1.049,0,37.644487,-122.4358138,81,San Mateo
CA,06081602500,5092,1563,1251661,0,0.483,0,37.6398016,-122.4504711,81,San Mateo
CA,06081602600,8167,2803,1420933,0,0.549,0,37.6462394,-122.4610254,81,San Mateo
CA,06081602700,5795,1960,1796334,0,0.694,0,37.6486936,-122.4753009,81,San Mateo
CA,06081602800,4522,1539,1222390,0,0.472,0,37.6594652,-122.4838992,81,San Mateo
CA,06081602900,3846,1703,1359536,842095,0.525,0.325,37.6532841,-122.4918058,81,San Mateo
CA,06081603000,4143,1970,3539904,623386,1.367,0.241,37.6364758,-122.4859426,81,San Mateo
CA,06081603100,3275,1280,7293972,1037628,2.816,0.401,37.6187444,-122.4730154,81,San Mateo
CA,06081603200,3828,1488,4491225,1796604,1.734,0.694,37.5910371,-122.508165,81,San Mateo
CA,06081603300,6404,2467,8011504,0,3.093,0,37.5808674,-122.4857197,81,San Mateo
CA,06081603400,5483,2143,11678609,0,4.509,0,37.5946374,-122.4626241,81,San Mateo
CA,06081603700,5430,1774,1786282,0,0.69,0,37.6324976,-122.4484528,81,San Mateo
CA,06081603801,2242,1345,227422,0,0.088,0,37.620041,-122.4282283,81,San Mateo
CA,06081603802,5056,1967,2596255,0,1.002,0,37.6190992,-122.4345948,81,San Mateo
CA,06081603900,5284,2172,1999525,0,0.772,0,37.614031,-122.417143,81,San Mateo
CA,06081604000,3160,1168,915057,0,0.353,0,37.6234201,-122.4206868,81,San Mateo
CA,06081604101,7993,2631,1118049,0,0.432,0,37.6236,-122.410087,81,San Mateo
CA,06081604102,2321,1389,2288966,0,0.884,0,37.6331747,-122.4257557,81,San Mateo
CA,06081604200,4170,1135,1738889,0,0.671,0,37.6273351,-122.4061516,81,San Mateo
CA,06081604400,4448,1749,2000334,30068,0.772,0.012,37.6067243,-122.3911489,81,San Mateo
CA,06081604500,3402,1372,1615387,0,0.624,0,37.6061891,-122.4100389,81,San Mateo
CA,06081604600,2599,947,1409913,0,0.544,0,37.6002391,-122.4181536,81,San Mateo
CA,06081604700,2781,1010,1104431,0,0.426,0,37.5936829,-122.4066696,81,San Mateo
CA,06081604800,5059,1992,1033921,0,0.399,0,37.5995339,-122.3977958,81,San Mateo
CA,06081604900,3243,1302,1533603,0,0.592,0,37.5892866,-122.3981723,81,San Mateo
CA,06081605000,7603,2970,4065790,0,1.57,0,37.5815575,-122.3898031,81,San Mateo
CA,06081605100,3014,1458,2668003,1653162,1.03,0.638,37.5973795,-122.3682086,81,San Mateo
CA,06081605200,3626,1348,942084,0,0.364,0,37.5834198,-122.3766383,81,San Mateo
CA,06081605300,4602,2016,1090640,0,0.421,0,37.5820548,-122.3620094,81,San Mateo
CA,06081605400,6147,2733,2641113,1270707,1.02,0.491,37.5870019,-122.3446065,81,San Mateo
CA,06081605500,4914,2909,1099506,0,0.425,0,37.5765511,-122.3482883,81,San Mateo
CA,06081605600,5556,2032,8616482,0,3.327,0,37.5649612,-122.3691594,81,San Mateo
CA,06081605700,5273,1881,8035006,0,3.102,0,37.5480113,-122.3483099,81,San Mateo
CA,06081605800,2640,1064,1218792,0,0.471,0,37.5680176,-122.3451754,81,San Mateo
CA,06081605900,5579,2703,773555,0,0.299,0,37.572378,-122.3340889,81,San Mateo
CA,06081606000,4959,2280,772346,0,0.298,0,37.5797295,-122.3311046,81,San Mateo
CA,06081606100,4246,1399,2454658,2787265,0.948,1.076,37.5807361,-122.3144888,81,San Mateo
CA,06081606200,8107,2317,1203932,0,0.465,0,37.5727209,-122.3220821,81,San Mateo
CA,06081606300,4073,2031,1022364,0,0.395,0,37.5653475,-122.3193435,81,San Mateo
CA,06081606400,4820,2811,935051,0,0.361,0,37.5614107,-122.3257186,81,San Mateo
CA,06081606500,3613,1371,1417270,0,0.547,0,37.553366,-122.3309033,81,San Mateo
CA,06081606600,3703,1481,1116912,0,0.431,0,37.55291,-122.3170319,81,San Mateo
CA,06081606700,2348,996,1963734,0,0.758,0,37.5405075,-122.3234915,81,San Mateo
CA,06081606800,3234,1326,2898871,0,1.119,0,37.5294551,-122.3377716,81,San Mateo
CA,06081606900,2470,891,3438101,0,1.327,0,37.5200289,-122.3457627,81,San Mateo
CA,06081607000,3241,1455,2263233,0,0.874,0,37.5247152,-122.3232206,81,San Mateo
CA,06081607100,2879,1129,1241936,0,0.48,0,37.5272052,-122.3046302,81,San Mateo
CA,06081607200,4197,1843,1008601,0,0.389,0,37.5331702,-122.297491,81,San Mateo
CA,06081607300,3529,1371,1293954,0,0.5,0,37.5342151,-122.311952,81,San Mateo
CA,06081607400,4451,1943,1135729,0,0.439,0,37.5443066,-122.3122521,81,San Mateo
CA,06081607500,3636,1645,1962101,0,0.758,0,37.5467375,-122.2997437,81,San Mateo
CA,06081607600,3342,1288,1306438,0,0.504,0,37.5581392,-122.3066909,81,San Mateo
CA,06081607701,3954,1231,1234007,0,0.476,0,37.5711297,-122.3033477,81,San Mateo
CA,06081607702,2859,810,610365,0,0.236,0,37.5649733,-122.302725,81,San Mateo
CA,06081607800,3160,1017,1040677,29749,0.402,0.011,37.5604085,-122.2954266,81,San Mateo
CA,06081607900,3182,1788,1303943,286308,0.503,0.111,37.5615414,-122.2864296,81,San Mateo
CA,06081608001,3393,1542,583785,25097,0.225,0.01,37.55112,-122.2576522,81,San Mateo
CA,06081608002,3517,1401,850708,302827,0.328,0.117,37.5485489,-122.2676162,81,San Mateo
CA,06081608004,6521,3021,3677409,2134515,1.42,0.824,37.5678278,-122.2716583,81,San Mateo
CA,06081608013,4049,1562,1167655,266481,0.451,0.103,37.54088,-122.2619095,81,San Mateo
CA,06081608023,2549,873,805964,119020,0.311,0.046,37.5412238,-122.2711802,81,San Mateo
CA,06081608100,3523,1330,605092,173531,0.234,0.067,37.5606971,-122.2630195,81,San Mateo
CA,06081608200,3614,1349,1044087,159778,0.403,0.062,37.5669749,-122.2583149,81,San Mateo
CA,06081608300,3401,1380,993997,549826,0.384,0.212,37.5590519,-122.24891,81,San Mateo
CA,06081608400,5546,2267,1250054,403679,0.483,0.156,37.5436595,-122.2787573,81,San Mateo
CA,06081608501,4829,1799,1250362,0,0.483,0,37.5373986,-122.2888705,81,San Mateo
CA,06081608502,2637,1225,509360,0,0.197,0,37.5317305,-122.2825353,81,San Mateo
CA,06081608600,4359,1858,1644064,11412,0.635,0.004,37.5267107,-122.2743513,81,San Mateo
CA,06081608700,6974,2832,2514178,0,0.971,0,37.5208293,-122.2883303,81,San Mateo
CA,06081608800,5696,2179,2855497,0,1.103,0,37.5166078,-122.3110298,81,San Mateo
CA,06081608900,6556,3193,6131034,11005,2.367,0.004,37.5037677,-122.303064,81,San Mateo
CA,06081609000,2562,1105,1351210,0,0.522,0,37.5134397,-122.2802497,81,San Mateo
CA,06081609100,1525,602,3362252,0,1.298,0,37.5101395,-122.2554355,81,San Mateo
CA,06081609201,3574,1715,1062820,0,0.41,0,37.4991014,-122.2567366,81,San Mateo
CA,06081609202,3616,1961,908752,0,0.351,0,37.5077822,-122.2658697,81,San Mateo
CA,06081609300,3315,1285,938191,0,0.362,0,37.4907772,-122.2518655,81,San Mateo
CA,06081609400,3278,1174,1092949,0,0.422,0,37.4946099,-122.2631052,81,San Mateo
CA,06081609500,4829,1818,1922417,0,0.742,0,37.5048796,-122.277553,81,San Mateo
CA,06081609601,2944,1263,2401841,0,0.927,0,37.4953071,-122.2833309,81,San Mateo
CA,06081609602,1667,680,996934,0,0.385,0,37.4889079,-122.2762021,81,San Mateo
CA,06081609603,5318,2179,5972263,0,2.306,0,37.4814961,-122.2815708,81,San Mateo
CA,06081609700,4386,1653,5419449,7218,2.092,0.003,37.468165,-122.2802889,81,San Mateo
CA,06081609800,4492,1741,2048352,0,0.791,0,37.4721968,-122.2530388,81,San Mateo
CA,06081609900,2944,1116,1266243,0,0.489,0,37.4800486,-122.247959,81,San Mateo
CA,06081610000,4531,2084,1380440,0,0.533,0,37.4844567,-122.2412328,81,San Mateo
CA,06081610100,2484,920,502717,0,0.194,0,37.4932225,-122.2386868,81,San Mateo
CA,06081610201,5764,1777,1438009,0,0.555,0,37.484753,-122.2138224,81,San Mateo
CA,06081610202,2429,831,1706413,22700,0.659,0.009,37.4894625,-122.2304268,81,San Mateo
